id,text,term,polarity,from,to,category,polarity2
856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",kitchen,positive,134,141,,
856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",cuisine,positive,104,111,,
856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",,,,,food,positive
2033,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",wine,positive,12,16,,
2033,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",french fare,positive,42,53,,
2033,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",cheese,positive,21,27,,
2033,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",,,,,food,positive
1402,I love Indian food and consider myself to be quite an expert on it.,Indian food,positive,7,18,,
1402,I love Indian food and consider myself to be quite an expert on it.,,,,,food,positive
439,Some baby pizzas get their wish.,baby pizzas,neutral,5,16,,
439,Some baby pizzas get their wish.,,,,,food,neutral
3360,Plenty of choices to make your own creation.,,,,,food,positive
2949,It was tiny and I felt like I was eating in someone's living room.,,,,,ambience,negative
570,I was there on sat.,,,,,anecdotes/miscellaneous,neutral
2053,Overall A oh ya even though there is waiting it is deff worth it,waiting,negative,37,44,,
2053,Overall A oh ya even though there is waiting it is deff worth it,,,,,anecdotes/miscellaneous,positive
2053,Overall A oh ya even though there is waiting it is deff worth it,,,,,service,negative
3316,The lava cake dessert was incredible and I recommend it.,lava cake dessert,positive,4,21,,
3316,The lava cake dessert was incredible and I recommend it.,,,,,food,positive
433,VT is what baby pizzas hope to be when they grow up.,baby pizzas,neutral,11,22,,
433,VT is what baby pizzas hope to be when they grow up.,,,,,anecdotes/miscellaneous,positive
738,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",service,negative,18,25,,
738,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",food,negative,40,44,,
738,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",managers,negative,81,89,,
738,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",,,,,food,negative
738,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",,,,,service,negative
1549,Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,food,positive,80,84,,
1549,Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,food,positive,152,156,,
1549,Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,,,,,food,positive
1549,Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,,,,,price,positive
1798,The last time I went we were seated at a table in a corridor next to the kitchen.,table,negative,41,46,,
1798,The last time I went we were seated at a table in a corridor next to the kitchen.,,,,,anecdotes/miscellaneous,negative
2941,good selection of wines ranging from affordable to high end.,selection of wines,positive,5,23,,
2941,good selection of wines ranging from affordable to high end.,,,,,food,positive
2941,good selection of wines ranging from affordable to high end.,,,,,price,conflict
362,"Nice restaurant overall, with classic upscale Italian decor.",Italian decor,positive,46,59,,
362,"Nice restaurant overall, with classic upscale Italian decor.",,,,,ambience,positive
2921,Not impressed with the food.,food,negative,23,27,,
2921,Not impressed with the food.,,,,,food,negative
1909,The entire dining experience was wonderful!,dining experience,positive,11,28,,
1909,The entire dining experience was wonderful!,,,,,anecdotes/miscellaneous,positive
1878,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,wine selection,positive,4,18,,
1878,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,reservation,neutral,101,112,,
1878,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,,,,,food,positive
1878,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,,,,,anecdotes/miscellaneous,positive
858,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,Service,positive,0,7,,
858,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,maitre,positive,91,97,,
858,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,reservation,negative,71,82,,
858,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,,,,,service,positive
3376,"Order the panang duck, it's fantastic.",panang duck,positive,10,21,,
3376,"Order the panang duck, it's fantastic.",,,,,food,positive
173,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",Food,conflict,0,4,,
173,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",raw vegatables,negative,76,90,,
173,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",,,,,food,conflict
1836,"Other than the crappy service from two individuals, it's great.",service,negative,22,29,,
1836,"Other than the crappy service from two individuals, it's great.",,,,,service,conflict
1703,What more can you ask for?,,,,,anecdotes/miscellaneous,positive
3564,Wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.,,,,,anecdotes/miscellaneous,neutral
1404,They have authentic Indian at amazin prices.,Indian,positive,20,26,,
1404,They have authentic Indian at amazin prices.,prices,positive,37,43,,
1404,They have authentic Indian at amazin prices.,,,,,food,positive
1404,They have authentic Indian at amazin prices.,,,,,price,positive
645,You are treated just like royality.,,,,,service,positive
3288,"There's nice and quiet, small but enough for 6 (or more).",,,,,ambience,conflict
1819,Ambiance- relaxed and stylish.,Ambiance,positive,0,8,,
1819,Ambiance- relaxed and stylish.,,,,,ambience,positive
1144,I've never felt more unwelcome than last month at Jimmy's Bronx Cafe.,,,,,anecdotes/miscellaneous,negative
2639,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",BBQ Salmon,positive,30,40,,
2639,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Sea Bass,positive,42,50,,
2639,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Crispy Duck,positive,55,66,,
2639,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",,,,,food,positive
1474,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",ingredients,positive,20,31,,
1474,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",ingredients,positive,48,59,,
1474,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",pizza,negative,80,85,,
1474,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",crust,neutral,122,127,,
